author,title,pages,proc:editor,proc:title
"['Albert L. Klosterman', 'Jason R. Lemon', 'S. K. Tolani']",Integration and Implementation of Computer-Aided Engineering and Related Manufacturing Capabilities into the Mechanical Product Development Process.,161-183,['Reinhard Wilhelm'],"CAD-Fachgespräch, GI - 10. Jahrestagung, Saarbrücken, 30. September - 2. Oktober 1980, Proceedings"
"['Hans Grabowski', 'Helmut Maier']",Verwaltung von Methoden für interaktiven Berechnung von Bauteilen in einem datenbankorientierten CAD-System.,119-133,['Reinhard Wilhelm'],"CAD-Fachgespräch, GI - 10. Jahrestagung, Saarbrücken, 30. September - 2. Oktober 1980, Proceedings"
['Otto Manck'],Rechnergestützter Entwurf integrierter Schaltungen.,92-103,['Reinhard Wilhelm'],"CAD-Fachgespräch, GI - 10. Jahrestagung, Saarbrücken, 30. September - 2. Oktober 1980, Proceedings"
['K. H. Hirschmann'],Optimale Produktentwicklung durch rechnerunterstüztes Auswerten der konstruktiven Erfahrung.,134-145,['Reinhard Wilhelm'],"CAD-Fachgespräch, GI - 10. Jahrestagung, Saarbrücken, 30. September - 2. Oktober 1980, Proceedings"
['Ernst G. Schlechtendahl'],CAD Process and System Design.,388-429,['José L. Encarnação'],"Computer Aided Design: Modelling, Systems Engineering, CAD-Systems - CREST Advanced Course, Darmstadt, Germany, September 8-19, 1980"
['Ernst G. Schlechtendahl'],Basis Graphics for Data Representation.,329-344,['José L. Encarnação'],"Computer Aided Design: Modelling, Systems Engineering, CAD-Systems - CREST Advanced Course, Darmstadt, Germany, September 8-19, 1980"
"['Ulrich Seiffert', 'H. G. Siepmann']",Rechnergestützte Automobilientwicklung - Industrielle Einführung von CAD-Verfahren.,66-80,['Reinhard Wilhelm'],"CAD-Fachgespräch, GI - 10. Jahrestagung, Saarbrücken, 30. September - 2. Oktober 1980, Proceedings"
['Horst Nowacki'],Curve and Surface Generation and Fairing.,137-176,['José L. Encarnação'],"Computer Aided Design: Modelling, Systems Engineering, CAD-Systems - CREST Advanced Course, Darmstadt, Germany, September 8-19, 1980"
['Klaus Leinemann'],GRIMBI - Ein CAD-System für das funktionale Modellieren.,51-65,['Reinhard Wilhelm'],"CAD-Fachgespräch, GI - 10. Jahrestagung, Saarbrücken, 30. September - 2. Oktober 1980, Proceedings"
['Michael A. Wesley'],Construction and Use of Geometric Models.,79-136,['José L. Encarnação'],"Computer Aided Design: Modelling, Systems Engineering, CAD-Systems - CREST Advanced Course, Darmstadt, Germany, September 8-19, 1980"
['Aristides A. G. Requicha'],Representaiton of Rigid Solid Objects.,1-78,['José L. Encarnação'],"Computer Aided Design: Modelling, Systems Engineering, CAD-Systems - CREST Advanced Course, Darmstadt, Germany, September 8-19, 1980"
['Volkmar Droßmann'],"Steuerung der Kommunikation zwischen Benutzer, und Rechner bei interaktiven Programm-Systemen.",26-40,['Reinhard Wilhelm'],"CAD-Fachgespräch, GI - 10. Jahrestagung, Saarbrücken, 30. September - 2. Oktober 1980, Proceedings"
['Ketil Bo'],Man Machine Interaction.,346-387,['José L. Encarnação'],"Computer Aided Design: Modelling, Systems Engineering, CAD-Systems - CREST Advanced Course, Darmstadt, Germany, September 8-19, 1980"
"['G. Pahl', 'E. Schmidt', 'Gerhard Engelken', 'J. Lorey', 'Wolf-Henryk Menke']",Programmkonzept und Dialogführung für einen Konstruktions-Arbeitsplatz mit Menüsteuerung und aktivem Zeichenbrett.,11-25,['Reinhard Wilhelm'],"CAD-Fachgespräch, GI - 10. Jahrestagung, Saarbrücken, 30. September - 2. Oktober 1980, Proceedings"
"['Richard Wiener', 'John S. Dorrenbacher']",Stability regions and spectra of discrete third-order autoregressive time-series.,9-21,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
"['William H. Hochstettler', 'Lawrence L. Rose']",A high level simulation model of a networked computer system.,275-289,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
"['Ricardo F. Garzia', 'Phillip H. Schmidt', 'Mario R. Garzia']","Simulation, mathematical modeling and optimization in industrial design: When and how to apply it?",325-340,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
"['DeWayne Ketchum', 'David L. Tweedy']",A decision-rule model for bulk terminal management.,223-234,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
"['Delton L. Chesser', 'Pamela K. Coats']",Corporate forecasting with probabilistic financial statements.,165-181,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
['James M. Cargal'],Social relations as algebraic relations.,139-153,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
['Melvin M. Cutler'],Discrete event simulation of stochastic and deterministic sequential machine models.,83-97,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
['Roger H. Mehl'],Corporate modeling and planning politics at conrail.,61-72,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
['Piero P. Bonissone'],A fuzzy sets based linguistic approach: Theory and applications.,99-111,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
"['Aaron H. Brown', 'Charles J. Campbell', 'Eugene E. Kaczka']",A computer simulation of the effects of variations in constitutive rules and individual goals on interpersonal communications.,127-138,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
['Raymond M. Bryant'],SIMPAS: A simulation language based on PASCAL.,25-40,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
"['John H. Blackstone Jr.', 'Gary L. Hogg', 'Alton D. Patton']",A simulation model for assessment of large-scale power system reliability.,241-252,"['Tuncer I. Ören', 'Paul F. Roth', 'Charles M. Shub']","Proceedings of the 12th conference on Winter simulation, WSC 1980, Orlando, FL, USA, December 3-5, 1980"
"['W. Röske', 'H. Gansera']",Strategische Marketing - Ein Vorschlag für ein computergestütztes Marketing-Support-System in den 80er Jahren.,25-97,['Rainer Thome'],"Datenverarbeitung im Marketing, Heidelberg, 9.-10. Oktober 1980"
['M. Broßmann'],Individualisierung von Computerwerbemitteln im Rahmen eines kooperativen Direct Marketings zwischen Hersteller und Handel (Dealer-Identified-Direct-Marketing).,251-279,['Rainer Thome'],"Datenverarbeitung im Marketing, Heidelberg, 9.-10. Oktober 1980"
['D. Schmidtmann'],Erfahrungen mit dem vertriebsinformationssystem der IBM Deutschlang GmbH.,1-15,['Rainer Thome'],"Datenverarbeitung im Marketing, Heidelberg, 9.-10. Oktober 1980"
['F. N. Stockebrand'],Entwicklung und Einführung eines EDV-gestüzten Marketinginformationssystems für den Mineralölhandel der Deutschland BP AG.,122-159,['Rainer Thome'],"Datenverarbeitung im Marketing, Heidelberg, 9.-10. Oktober 1980"
['K. Heinzelbecker'],Marketinginformationssysteme in der Investitionsgüterindustrie.,169-199,['Rainer Thome'],"Datenverarbeitung im Marketing, Heidelberg, 9.-10. Oktober 1980"
['U. Morasch'],Die optische Transparenz Multivariater Verfahren.,308-320,['Rainer Thome'],"Datenverarbeitung im Marketing, Heidelberg, 9.-10. Oktober 1980"
['M. Heidötting'],Einsatz einer interaktiven Planungssprache beim Aufbau eines Marketing-Informations-Systems.,200-212,['Rainer Thome'],"Datenverarbeitung im Marketing, Heidelberg, 9.-10. Oktober 1980"
['H. Becker'],Entwurf und praktische Einführung von Verkaufssteuerungssystemen.,237-250,['Rainer Thome'],"Datenverarbeitung im Marketing, Heidelberg, 9.-10. Oktober 1980"
['L. Feiereisen'],Online Warenwirtschaftssysteme.,224-236,['Rainer Thome'],"Datenverarbeitung im Marketing, Heidelberg, 9.-10. Oktober 1980"
['W. König'],Datenbankkonzepte für Marketinginformationssysteme.,98-121,['Rainer Thome'],"Datenverarbeitung im Marketing, Heidelberg, 9.-10. Oktober 1980"
['H. Dieter Rombach'],Ein Entwurfskonzept für lokal verteilte Systemsoftware.,241-257,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
['Wladyslaw M. Turski'],Design of Large Programs.,129-160,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
"['Helmut Balzert', 'Dieter Weber']",PLASMA/D - Eine Sprache für den Systementwurf.,175-201,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
['Peter H. Yeomans'],Requirements Analysis Using SADT.,202-219,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
"['Friedrich W. Beichter', 'O. Buchegger', 'Norbert E. Fuchs', 'Otthein Herzog']","SALN-4, A Software Specification and Design Language.",91-108,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
"['H. Schelling', 'Joachim Biewald']",Rechnergestützte statische Analyse des Funktions- und Sofwareentwurfs in EPOS.,161-174,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
['Karl Kleine'],Pragmatische Kurskorrekturen für Spezifikationssprachen in der Praxis.,109-128,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
['Cliff B. Jones'],Towards More Formal Specifictations.,19-45,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
['Hans-Jörg Kreowski'],Algebraische Spezifikation von Softwaresystemen.,46-74,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
['W. Oostendorp'],PSDL/PSDA - Ein methodisch integrierter Ansatz für die Spezifikation und den Entwurf von Applikationssoftware.,228-240,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
"['Hartmut Ehrig', 'Werner Fey', 'Hans-Jörg Kreowski']",Algebraische Spezifikation eines Stücklistensystems - eine Fallstudie.,75-90,"['Christiane Floyd', 'Hermann Kopetz']","Software Engineering - Entwurf und Spezifikation, Tagung II/1980 mit Workshop des German Chapter of the ACM vom 12. bis 16.9.1980 in Berlin"
"['Steven I. Kartashev', 'Svetlana P. Kartashev']",The Exchange Matrix for Fast Communications in Systems with Dynamic Architectures.,78-89,,"Distributed Data Acquisition, Computing, and Control Symposium, December 3-5, 1980, Miami Beach, Florida, USA"
"['Robert J. McMillen', 'Howard Jay Siegel']",The Hybrid Cube Network.,11-22,,"Distributed Data Acquisition, Computing, and Control Symposium, December 3-5, 1980, Miami Beach, Florida, USA"
"['Duen-Ping Tsay', 'Ming T. Liu']",Design of a Robust Network Front-End for the Distributed Double-Loop Computer Network (DDLCN).,141-155,,"Distributed Data Acquisition, Computing, and Control Symposium, December 3-5, 1980, Miami Beach, Florida, USA"
"['Chung-Ming Li', 'Ming T. Liu']",Communicating Distributed Processes: A Language Concept for Distributed Programming in Distributed Database Systems.,47-60,,"Distributed Data Acquisition, Computing, and Control Symposium, December 3-5, 1980, Miami Beach, Florida, USA"
"['August J. Ryberg', 'Donald C. Scarpero']",Distributed Computer Architecture for the Structural Test Data Acquisition System.,129-140,,"Distributed Data Acquisition, Computing, and Control Symposium, December 3-5, 1980, Miami Beach, Florida, USA"
"['Siegfried J. Pöppl', 'Grit Herrmann', 'M. Schedy', 'H. Schedy']",Untersuchungen von Filter- und Konturfindungsalgorithmen auf projizierten Körperphantomen mit überlagerter Poisson-Statistik.,172-183,"['Siegfried J. Pöppl', 'H. Platzer']","Erzeugung und Analyse von Bildern und Strukturen, DGaO-DAGM Tagung, Essen, 27.-31. Mai 1980, Proceedings"
"['A. Rüter', 'D. Wittekind', 'Harry Harms', 'Hans M. Aus']",Genormte Farbmessung und automatische Zytophotometrie in Azur B-Eosin gefärbten Präparaten.,133-145,"['Siegfried J. Pöppl', 'H. Platzer']","Erzeugung und Analyse von Bildern und Strukturen, DGaO-DAGM Tagung, Essen, 27.-31. Mai 1980, Proceedings"
['Th. Ricker'],Erzeugung von Strukturen in der Halbleiter-Technologie (Mikro-Lithographie) - elektronenoptisch.,48-59,"['Siegfried J. Pöppl', 'H. Platzer']","Erzeugung und Analyse von Bildern und Strukturen, DGaO-DAGM Tagung, Essen, 27.-31. Mai 1980, Proceedings"
['Josef Grosch'],Portierung eines Codegenerators mit der Makrosprache STAGE 2.,163-174,['Hans Jürgen Schneider'],"Portable Software, Tagung I/1980 des German Chapter of the ACM am 18.1.1980 in Erlangen"
"['Jürgen F. H. Winkler', 'Clemens Stoffel']",Methode zur Erzeugung angepaßter und übertrabarer Betriebssysteme.,34-47,['Hans Jürgen Schneider'],"Portable Software, Tagung I/1980 des German Chapter of the ACM am 18.1.1980 in Erlangen"
['Kuno Pelz'],Konzept eines einfachen Codeerzeuger-Generators / erste Erfahrungen.,151-162,['Hans Jürgen Schneider'],"Portable Software, Tagung I/1980 des German Chapter of the ACM am 18.1.1980 in Erlangen"
['P. Holleczek'],Erfahrungen mit portabler Systemsoftware bei PEARL-Implementation für die Prozessrechner SIEMENS 306 und 310.,61-76,['Hans Jürgen Schneider'],"Portable Software, Tagung I/1980 des German Chapter of the ACM am 18.1.1980 in Erlangen"
['Werner Lindstedt'],Portabilität algorithmischer Laufzeitprogramme.,135-150,['Hans Jürgen Schneider'],"Portable Software, Tagung I/1980 des German Chapter of the ACM am 18.1.1980 in Erlangen"
"['R. Hansen', 'E.-G. Hoffmann']",Portable Implementierung von ALTID.,48-60,['Hans Jürgen Schneider'],"Portable Software, Tagung I/1980 des German Chapter of the ACM am 18.1.1980 in Erlangen"
['Franz Josef Prester'],Generierbare Treiber für die graphische Ein-Ausgabe.,86-103,['Hans Jürgen Schneider'],"Portable Software, Tagung I/1980 des German Chapter of the ACM am 18.1.1980 in Erlangen"
['Günter Hommel'],Portabilität von Software.,9-33,['Hans Jürgen Schneider'],"Portable Software, Tagung I/1980 des German Chapter of the ACM am 18.1.1980 in Erlangen"
['A. V. Kurau'],Einsatz von portabler Software als Kommunikationsmittel für die Beteiligten im Spacelab.,120-134,['Hans Jürgen Schneider'],"Portable Software, Tagung I/1980 des German Chapter of the ACM am 18.1.1980 in Erlangen"
"['A. Storr', 'R. Uhl']",Einsatz von PEARL zur Steuerung von flexiblen Fertigungssystemen.,104-119,['Hans Jürgen Schneider'],"Portable Software, Tagung I/1980 des German Chapter of the ACM am 18.1.1980 in Erlangen"
['L. Peter Deutsch'],ByteLisp and its Alto Implementation.,231-242,,
['Carl Hewitt'],Design of the APIARY for Actor Systems.,107-118,,
['Karl Rihaczek'],Strukturaspekte von Kommunikationsdienstleistungen in offenen Systemen.,281-299,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Klaus Grimmer'],Die Gestaltungsfähigkeit öffentlicher Verwaltungen und die Legitimationsfähigkeit von Automationszielen.,600-624,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Ralf Reichwald'],Überlegungen zur Effektivität neuer Kommunikationstechnologien im Verwaltungsbereich.,526-548,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Georg Poetzsch-Heffter'],Anforderungen der öffentlichen Verwaltung an die Erschließung moderner Informationstechniken.,16-30,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Jürgen Ostermann'],Rechtliche und organisatorische Rahmenbedinguen der Datenverarbeitung in der öffentlichen Verwaltung - Der Bundesrepublik Deutschland - am Beispiel der Kommunalverwaltung.,86-99,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Wilfried Köhler'],Unterstützung des Verwaltungsvollzugs durch ein Verbundsystem erlätert am Datenvermittlungssystem Nordrhein-Westfalen (DVS).,269-280,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Gerhard Stadler'],Die Einfährung der Informationstechnik in der staatlichen Verwaltung - zur Entwicklung und Organisation des EDV-Einsatzes in der österreichischen Bundesverwaltung.,104-115,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Gerhard Wittkämper'],Die Führungsverantwortung im Bereich der Informationsorganisation in den achtziger Jahren.,580-599,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
"['Hinrich E. G. Bonin', 'Hans-Alexander Kaiserauer', 'Hans-Joachim Rohrlach', 'Werner Robert Svoboda', 'Hans Wülfrath', 'Peter Schäfer']","Einführung informationstechnischer Einrichtungen - als "" großer Wurf"" oder als "" lernendes System""?",302-332,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
"['Ulrich Becker', 'Volker Bihl', 'Klaus Dunker', 'Joachim Griese', 'Jens Krah', 'Reinhard Oppermann', 'Wolfgang Schäfer', 'Karl-Heinz Dittrich']",Mehr Bürgernähe durch moderne Informationstechnik - Phrase oder Chance?,492-524,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Klaus Dieke'],Entwicklungsstadien der Verwaltungsautomation.,51-64,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Frido Wagener'],"Datenverarbeitung auf der Ebene der Gemeinden, Kreise und Regionen.",566-579,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Franz-Martin Fehn'],Das integrierte System der gesetzlichen Rentenversicherung.,185-196,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Friedel Hossfeld'],"""Divide and Conquer"" als konstruktives Prinzip zur funktionalen Strukturierung komplexer DV-Konzepte.",249-264,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Hans-Jochen Schneider'],Entwicklungslinien der Informationstechnik.,31-50,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
"['Thomas Barthel', 'Alfred Dimpker', 'Eberhard Fehrmann', 'Alfred Hoffjann', 'Gerhard Karck', 'August-Wilhelm Scheer', 'Werner van Treeck', 'Werner Jann']",Verwaltungsaufgaben und Abeitsorganisation - Einfluss durch informationstechnische Instrumente?,457-491,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Josef Fabry'],Information für Recht und Verwaltung - JURIS als Fachinformationssystem im IuD-Programm.,222-233,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Heinrich Reinermann'],Informationsmanagement - Verwaltungsaufgaben beim Einsatz der Resource Information.,549-565,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Claus-Peter Matt'],"Aussprache zu den Referaten von Hans Sendler, Karl Koch und Franz-Martin Fehn.",185-196,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
"['Hans Brinckmann', 'Eckhard Fuchs', 'Kenneth L. Kraemer', 'John Leslie King', 'Gerhard Krüger', 'Manfred Lepper', 'Herbert Maisl', 'Hanns Püschel', 'Hansrainer Bosbach']",Spezialisten für Informationstechnik und Fachverwaltungen - von Mißklängen zu Harmonie?,339-406,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
"['Wilhelm Albrecht', 'Klaus Eichhorn', 'Willi Haas', 'Hans Hansen', 'Josef Klinger', 'Peter Lange-Hellwig', 'Bernward Löwenberg', 'Henning Marwedel', 'Hartmut Niesing', 'Volker Röske', 'Claus-Peter Matt']",Servicerechenzentrum der Zukunft - arbeitslos oder umfunktioniert?,407-456,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Hanns Püschel'],"Verteilte Daten und Anwendungen in der Steuerverwaltung - Vergangenheit, Gegenwart und Zukunft.",121-146,"['Herbert Fiedler', 'Klaus Grimmer', 'Klaus Lenk']","Organisation informationstechnik-gestützter öffentlicher Verwaltung, Fachtagung der GI und des Forschungsinstituts für öffentliche Verwaltung bei der Hochschule für Verwaltungswissenschaften Speyer, Speyer, 22.-24. Oktober 1980"
['Friedrich Hertweck'],Terminalsysteme für wissenschaftliche Anwender - Schlußfolgerungen aus den Erfahrungen mit AMOS.,86-101,['Dieter Wall'],"Entwicklungstendenzen wissenschaftlicher Rechenzentren, Kolloquium, Göttingen, 19.-20. June 1980"
['Martin A. Graef'],Bewertbarkeit der Dienstleistungen des Rechenzentrums.,48-61,['Dieter Wall'],"Entwicklungstendenzen wissenschaftlicher Rechenzentren, Kolloquium, Göttingen, 19.-20. June 1980"
['W. Held'],Kosten und Nutzen von Rechnernetzen in Hochschulen.,62-85,['Dieter Wall'],"Entwicklungstendenzen wissenschaftlicher Rechenzentren, Kolloquium, Göttingen, 19.-20. June 1980"
['Th. Hildebrand'],Offene Kommunikationssysteme - eine Chance für einheitlichen Zugang zu Rechenzentren.,102-118,['Dieter Wall'],"Entwicklungstendenzen wissenschaftlicher Rechenzentren, Kolloquium, Göttingen, 19.-20. June 1980"
['Dieter Haupt'],Zukünftige Entwicklung der Rechnerversorgung an Hochschulen.,146-163,['Dieter Wall'],"Entwicklungstendenzen wissenschaftlicher Rechenzentren, Kolloquium, Göttingen, 19.-20. June 1980"
['K. Brauer'],Portabilität numerischer Software.,22-36,['Dieter Wall'],"Entwicklungstendenzen wissenschaftlicher Rechenzentren, Kolloquium, Göttingen, 19.-20. June 1980"
['Heinz Billing'],"Die Göttinger Rechenmaschinen G1, G2, G3.",1-13,['Dieter Wall'],"Entwicklungstendenzen wissenschaftlicher Rechenzentren, Kolloquium, Göttingen, 19.-20. June 1980"
['Helmar Prechtl'],Firmware-Entwurfs- und Test-Systeme - Fallstudie.,138-155,['Wolfgang K. Giloi'],"Firmware Engineering, Seminar veranstaltet von der gemeinsamen Fachgruppe ""Mikroprogrammierung"" des GI Fachausschusses 3/4 und des NTG-Fachausschusses 6 vom 12.-14. März 1980 in Berlin, Proceedings"
